DBMS_urnform,DBMS_common_name,upstream_repo_id,local_repo_id,repo_id_change_class,repo_link,repo_created_at,upstream_License_info,local_License_info,upstream_open_source_license,local_open_source_license,first_later_upstream_matching_month,provenance_class,provenance_evidence,in_frozen_301_candidates,in_frozen_294_seeds,source_evidence_present,scientific_role,human_review_required
titan,Titan,3548254,3548254,UNCHANGED,thinkaurelius/titan,2012-02-25T22:53:53Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
titan-nosql,Titan,,157514605,BLANK_TO_VALID_NUMERIC_REPO_ID,meitu/titan,2018-11-14T08:18:40Z,Apache v2,Apache v2,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
tkrzw,Tkrzw,278320002,278320002,UNCHANGED,estraier/tkrzw,2020-07-09T09:23:22Z,Apache Version 2.0,Apache Version 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tokudb,TokuDB,9509125,9509125,UNCHANGED,percona/tokudb-engine,2013-04-17T22:43:56Z,GPL v2,GPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tokumx,TokuMX,,8729689,BLANK_TO_VALID_NUMERIC_REPO_ID,Tokutek/mongo,2013-03-12T14:28:56Z,"AGPL v3,Apache v2,GPL v2","AGPL v3,Apache v2,GPL v2",Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
tokyo-cabinet,Tokyo Cabinet,953500,953500,UNCHANGED,LuaDist/tokyocabinet,2010-10-01T05:13:45Z,LGPL v2,LGPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tokyo-tyrant,Tokyo Tyrant,3502280,3502280,UNCHANGED,hthetiot/Tokyo-Tyrant,2012-02-21T09:00:16Z,GPL,GPL,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tomp2p,TomP2P,3114475,3114475,UNCHANGED,tomp2p/TomP2P,2012-01-06T00:10:28Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tonbo,Tonbo,828742634,828742634,UNCHANGED,tonbo-io/tonbo,2024-07-15T03:23:00Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
torodb,ToroDB,86339169,86339169,UNCHANGED,torodb/server,2017-03-27T13:33:08Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
toydb,toyDB,183929744,183929744,UNCHANGED,erikgrinaker/toydb,2019-04-28T16:02:59Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
trafodion,Trafodion,36349344,36349344,UNCHANGED,apache/trafodion,2015-05-27T07:00:05Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
traildb,TrailDB,22868877,22868877,UNCHANGED,traildb/traildb,2014-08-12T07:34:48Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
transwarp-stellardb,Transwarp StellarDB,55578752,55578752,UNCHANGED,stellardb/StellarDB,2016-04-06T05:40:13Z,,,N,N,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
treodedb,TreodeDB,13677899,13677899,UNCHANGED,Treode/store,2013-10-18T12:50:58Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
trino,Trino,166515022,166515022,UNCHANGED,trinodb/trino,2019-01-19T06:38:14Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
trousseau,Trousseau,12106192,12106192,UNCHANGED,oleiade/trousseau,2013-08-14T10:22:25Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
ts-sql,ts-sql,296950535,296950535,UNCHANGED,codemix/ts-sql,2020-09-19T20:57:43Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tugraph,TuGraph,528766495,528766495,UNCHANGED,TuGraph-family/tugraph-db,2022-08-25T08:46:43Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
twig,Twig,32137101,32137101,UNCHANGED,google-code-export/twig-persist,2015-03-13T07:01:33Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
typedb,TypeDB,63110867,63110867,UNCHANGED,typedb/typedb,2016-07-11T23:59:57Z,"AGPL v3#dbdbio>|<dbengines#GPL Version 3, commercial licenses available","AGPL v3#dbdbio>|<dbengines#GPL Version 3, commercial licenses available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
typesense,Typesense,79317191,79317191,UNCHANGED,typesense/typesense,2017-01-18T08:01:47Z,GPL V3,GPL V3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
typhoon,Typhoon,119234429,119234429,UNCHANGED,jonahharris/osdb-typhoon,2018-01-28T06:33:32Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
unqlite,UnQLite,22761491,22761491,UNCHANGED,symisc/unqlite,2014-08-08T15:03:23Z,,Other,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
upscaledb,upscaledb,811881,811881,UNCHANGED,cruppstahl/upscaledb,2010-08-02T08:13:41Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
vald,Vald,195619075,195619075,UNCHANGED,vdaas/vald,2019-07-07T06:42:22Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
valkey,Valkey,775743011,775743011,UNCHANGED,valkey-io/valkey,2024-03-22T00:42:17Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
vanilladb,VanillaDB,61269853,61269853,UNCHANGED,vanilladb/vanillacore,2016-06-16T07:01:25Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
vearch,Vearch,186332888,186332888,UNCHANGED,vearch/vearch,2019-05-13T02:37:31Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
vectordb,VectorDB,635374751,635374751,UNCHANGED,jina-ai/vectordb,2023-05-02T14:59:09Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
vectordb-kagi,VectorDB,632269609,632269609,UNCHANGED,kagisearch/vectordb,2023-04-25T04:13:24Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
vectorsql,VectorSQL,234910993,234910993,UNCHANGED,vectorengine/vectorsql,2020-01-19T14:11:49Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
velarixdb,VelarixDB,840308148,840308148,UNCHANGED,Gifted-s/velarixdb,2024-08-09T12:17:30Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
velox,Velox,388946490,388946490,UNCHANGED,facebookincubator/velox,2021-07-23T23:00:23Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
veloxdb,VeloxDB,569871553,569871553,UNCHANGED,VeloxDB/VeloxDB,2022-11-23T20:06:33Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
venndb,VennDB,618452402,618452402,UNCHANGED,plabayo/venndb,2023-03-24T13:55:31Z,"Apache v2,MIT","Apache v2,MIT",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
vertexdb,VertexDB,238509,238509,UNCHANGED,stevedekorte/vertexdb,2009-06-29T01:03:15Z,,Other,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
vespa,Vespa,60377070,60377070,UNCHANGED,vespa-engine/vespa,2016-06-03T20:54:20Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
victoriametrics,VictoriaMetrics,150954997,150954997,UNCHANGED,VictoriaMetrics/VictoriaMetrics,2018-09-30T09:58:01Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
virtuoso,Virtuoso,3788366,3788366,UNCHANGED,openlink/virtuoso-opensource,2012-03-21T16:00:39Z,"GPLv2, extended commercial license available","GPLv2, extended commercial license available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
vitess,Vitess,11008207,11008207,UNCHANGED,vitessio/vitess,2013-06-27T21:20:28Z,"Apache v2.0, commercial licenses available","Apache v2.0, commercial licenses available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
viyadb,ViyaDB,,104114230,BLANK_TO_VALID_NUMERIC_REPO_ID,viyadb/viyadb,2017-09-19T18:44:04Z,Apache v2,Apache v2,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
voldemort,Project Voldemort,214605,214605,UNCHANGED,voldemort/voldemort,2009-05-31T03:27:10Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
voltdb,VoltDB,2445970,2445970,UNCHANGED,VoltDB/voltdb,,"GPL v3,VoltDB Proprietary License#dbdbio>|<dbengines#AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions","GPL v3,VoltDB Proprietary License#dbdbio>|<dbengines#AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,NO,NO,NO,NON_SEED_METADATA,NO
vsql,vsql,387622288,387622288,UNCHANGED,elliotchance/vsql,2021-07-19T23:55:45Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
vyhodb,vyhodb,531145841,531145841,UNCHANGED,igor-bul/vyhodb,2022-08-31T15:30:48Z,Microsoft Reference Source License,Microsoft Reference Source License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
wakandadb,WakandaDB,,-,BLANK_TO_PLACEHOLDER,-,-,"AGPLv3, extended commercial license available","AGPLv3, extended commercial license available",Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
warp-10,Warp 10,50594316,50594316,UNCHANGED,senx/warp10-platform,2016-01-28T15:56:55Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
weaviate,Weaviate,55072677,55072677,UNCHANGED,semi-technologies/weaviate,2016-03-30T15:03:17Z,BSD#dbdbio>|<dbengines#commercial license available with Weaviate Enterprise,BSD#dbdbio>|<dbengines#commercial license available with Weaviate Enterprise,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
webscalesql,WebScaleSQL,,13887383,BLANK_TO_VALID_NUMERIC_REPO_ID,webscalesql/webscalesql-5.6,2013-10-26T17:09:24Z,GPL v2,GPL v2,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
whitedb,WhiteDB,10153163,10153163,UNCHANGED,priitj/whitedb,2013-05-19T08:59:41Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
wiredtiger,WiredTiger,2944302,2944302,UNCHANGED,wiredtiger/wiredtiger,2011-12-09T00:43:19Z,"GPL v2,GPL v3","GPL v2,GPL v3",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
wonderdb,WonderDB,8544988,8544988,UNCHANGED,dreamdbvilas/wonderdb,2013-03-04T00:15:29Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
xap,XAP,65259211,65259211,UNCHANGED,xap/xap,,Apache v2,Apache v2,Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,YES,YES,YES,SEED,NO
xapian,Xapian,735981,735981,UNCHANGED,xapian/xapian,2010-06-23T15:51:03Z,GPL v2,GPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
xodus,Xodus,19271154,19271154,UNCHANGED,JetBrains/xodus,2014-04-29T09:36:04Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
xtdb,XTDB,125824259,125824259,UNCHANGED,xtdb/xtdb,2018-03-19T08:19:27Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
ydb,YDB,456549280,456549280,UNCHANGED,ydb-platform/ydb,2022-02-07T14:52:36Z,Apache v2.0; commercial license available,Apache v2.0; commercial license available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
yottadb,YottaDB,96138741,96138741,UNCHANGED,YottaDB/YDB,2017-07-03T18:21:23Z,AGPL v3.0,AGPL v3.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
ytsaurus,YTsaurus,574588439,574588439,UNCHANGED,ytsaurus/ytsaurus,2022-12-05T16:32:05Z,"Apache License, Version 2.0","Apache License, Version 2.0",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
yugabytedb,YugabyteDB,105944401,105944401,UNCHANGED,yugabyte/yugabyte-db,2017-10-05T21:56:00Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
zerodb,ZeroDB,47479424,47479424,UNCHANGED,zerodb/zerodb,2015-12-06T01:29:13Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
